chr	start	end	depth
chr7	50318978	50319171	67.39559585492228
chr7	50367936	50369514	52.25209125475285
chr7	56010981	56011939	62.58676931106472
chr7	56017164	56017449	64.42201754385965
chr7	56021003	56021301	65.39756711409396
chr7	56033064	56033564	64.8418
chr7	66075771	66076163	64.10306122448979
chr7	66082810	66083413	64.19543946932006
chr7	66086515	66087230	64.55681818181819
chr7	66089542	66089765	64.06098654708521
chr7	66092698	66093628	61.907069892473125
chr7	66993147	66993487	65.30727941176471
chr7	66994142	66994436	61.93341836734694
chr7	66995220	66995671	64.1769955654102
chr7	75907506	75907701	64.19717948717948
chr7	75945252	75945462	62.99666666666667
chr7	75970917	75971162	63.686632653061224
chr7	75972343	75972834	62.757382892057024
chr7	75981841	75982392	64.81837568058077
chr7	75983246	75983926	63.961066176470595
chr7	96121585	96122068	65.18959627329193
chr7	96184207	96184644	64.29931350114416
chr7	96184857	96185084	65.47191629955947
chr7	99374179	99374648	65.17521321961621
chr7	99383981	99384241	65.76317307692308
chr7	99385630	99385848	63.38577981651376
chr7	99387969	99388331	65.36098066298342
chr7	99389024	99390053	62.01695821185617
chr7	99393959	99394886	63.44236785329018
chr7	107915436	107915766	63.71121212121212
chr7	107916724	107917034	64.25750000000001
chr7	107917203	107917532	64.15729483282675
chr7	107917854	107918131	65.53574007220217
chr7	107918940	107921273	50.877271753107586
chr7	117475621	117475878	64.8431906614786
chr7	117535178	117535481	65.73910891089109
chr7	117548571	117548893	64.68330745341615
chr7	117564599	117564857	63.129554263565886
chr7	117587669	117587903	65.28066239316239
chr7	117590283	117590509	64.26294247787611
chr7	117606604	117606823	64.68835616438356
chr7	117610449	117610739	65.63387931034484
chr7	117666838	117668735	45.79728518713758
chr7	117709947	117710771	63.615200242718444
chr8	28678016	28678263	63.76892712550607
chr8	28715515	28718277	47.538839608979
chr8	28739831	28743284	51.35956414711844
chr8	28750587	28755669	55.21386265249902
chr8	42271393	42272499	59.92694394213381
chr8	42288564	42288798	63.316987179487185
chr8	42293373	42293638	62.30207547169812
chr8	42308831	42309095	63.99810606060606
chr8	42309392	42309835	62.69740406320542
chr8	42313955	42314499	62.65193014705883
chr8	42316140	42316409	61.79674721189591
chr8	42319086	42319491	63.85796296296296
chr8	42321984	42322564	63.19814655172414
chr8	42325540	42326167	62.650797448165875
chr8	42329054	42332723	51.716646225129466
chr8	47773038	47774447	55.2445173882186
chr8	47776774	47777053	62.27034050179211
chr8	47778389	47778869	62.351718749999996
chr8	47782308	47783077	61.89632639791938
chr8	47783672	47784209	62.793621973929234
chr8	47788836	47789119	62.5732332155477
chr8	47800723	47801056	62.74436936936937
chr8	47807067	47807396	63.246276595744675
chr8	47852603	47852854	63.341035856573704
chr8	47854013	47854284	61.66845018450184
chr8	47855152	47855443	61.79398625429553
chr8	47857086	47857369	62.82217314487633
chr8	47858446	47858705	62.703764478764484
chr8	47858779	47859056	63.44729241877256
chr8	47859541	47859829	63.73211805555555
chr8	47877654	47877921	62.979026217228466
chr8	47885874	47886217	61.07128279883382
chr8	47898400	47898639	63.883577405857736
chr8	47930602	47930857	61.68656862745098
chr8	47932950	47933242	62.238698630136994
chr8	47933895	47934160	64.1695283018868
chr8	47934939	47935128	62.6292328042328
chr8	47935662	47935970	61.857386363636365
chr8	47936283	47936587	63.048766447368415
chr8	47943139	47943436	63.96228956228956
chr8	47943783	47944099	63.24849683544304
chr8	47957101	47957333	63.171875
chr8	47959045	47959379	62.082784431137725
chr8	47959903	47960253	63.29071428571429
chr8	60794916	60795197	62.51103202846976
chr8	60800318	60800596	61.801978417266184
chr8	60808147	60808342	62.29589743589744
chr8	60816317	60816571	64.04438976377953
chr8	60841574	60842122	62.905383211678824
chr8	60850423	60850692	61.09302973977695
chr8	60860834	60868098	57.02105245044053
chr8	89933266	89935682	45.81930877483444
chr8	89943183	89943436	62.85563241106719
chr8	89946070	89946695	63.858360000000005
chr8	144359553	144360783	58.3994918699187
chr8	144515694	144516834	58.80122807017544
chr9	220678	220933	69.47686274509803
chr9	340089	340690	70.06659733777039
chr9	367948	370370	51.06273740710157
chr9	380209	381457	53.523898237179495
chr9	34648928	34650352	61.03484901685393
chr9	78317606	78317874	71.5160447761194
chr9	128907087	128909391	49.93454861111111
chr9	128916026	128918109	48.456216994719156
chr9	130458331	130458659	70.08384146341464
chr9	130464041	130464237	69.63316326530612
chr9	130466404	130466869	70.56075268817204
chr9	130480315	130480519	71.66348039215686
chrX	31097607	31098253	70.23099845201239
chrX	31172278	31172483	71.61219512195122
chrX	31209428	31209769	70.31708211143695
chrX	31435482	31435724	69.62737603305786
chrX	31508138	31508551	68.88650121065375
chrX	31875118	31875443	69.86669230769232
chrX	31929526	31929815	72.13546712802767
chrX	32151320	32151496	69.16051136363636
chrX	32573460	32573916	69.90915570175439
chrX	32644062	32644383	70.49127725856698
chrX	32697800	32698068	71.77257462686568
chrX	32823225	32823457	70.21821120689654
chrX	32960138	32960417	70.51559139784946
chrX	33085831	33085997	70.05918674698795
chrX	33211212	33211624	69.9068567961165
chrX	38381272	38381499	71.38193832599119
chrX	38401205	38401498	70.55477815699659
chrX	38403548	38403810	69.77595419847327
chrX	48683709	48684055	69.391112716763
chrX	71110086	71110758	69.76774553571428
chrX	101352973	101353421	69.36166294642857
chrX	101355515	101356338	71.031652490887
chrX	101358240	101358507	70.49653558052435
chrX	101358547	101358766	71.4332191780822
chrX	101359223	101359417	69.89806701030928
chrX	153724798	153726236	61.01310848400557
chrX	153729162	153729967	71.32239130434782
chrX	153740504	153740789	70.61429824561404
chrX	153742917	153743141	70.38058035714286
chrX	153743151	153743416	69.23575471698113
chrX	154770689	154770949	70.02221153846153
chrX	154776729	154777759	66.78830097087379
