region	chr	midPos	Nsites	Fst01	Fst02	Fst12	PBS0	PBS1	PBS2
(111286,111435)(118353150,118353299)(118353150,118353300)	chr11	118353225	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(111436,111585)(118353300,118353449)(118353300,118353450)	chr11	118353375	151	0.072121	0.025641	0.060106	0.019421	0.055433	0.006555
(111586,111735)(118353450,118353599)(118353450,118353600)	chr11	118353525	151	0.230772	0.249392	-0.015268	0.282196	-0.019828	0.004676
(111736,111885)(118353600,118353749)(118353600,118353750)	chr11	118353675	151	-0.017780	0.025641	0.025641	-0.008812	-0.008812	0.034788
(111886,112035)(118353750,118353899)(118353750,118353900)	chr11	118353825	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(112036,112185)(118353900,118354049)(118353900,118354050)	chr11	118353975	151	0.025640	0.025641	0.025641	0.012987	0.012987	0.012988
(112186,112335)(118354050,118354199)(118354050,118354200)	chr11	118354125	151	0.025641	0.025640	0.025637	0.012990	0.012986	0.012985
(112336,112485)(118354200,118354349)(118354200,118354350)	chr11	118354275	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(112486,112635)(118354350,118354499)(118354350,118354500)	chr11	118354425	151	0.025641	0.025641	0.025641	0.012987	0.012988	0.012988
(112636,112785)(118354500,118354649)(118354500,118354650)	chr11	118354575	151	0.025563	0.148210	0.148137	0.012991	0.012905	0.147425
(112786,112935)(118354650,118354799)(118354650,118354800)	chr11	118354725	151	0.259677	0.020080	0.101445	0.106993	0.193676	-0.086708
(112936,113085)(118354800,118354949)(118354800,118354950)	chr11	118354875	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(113086,113235)(118354950,118355099)(118354950,118355100)	chr11	118355025	151	0.025618	0.025641	0.025641	0.012976	0.012976	0.013000
(113236,113385)(118355100,118355249)(118355100,118355250)	chr11	118355175	151	0.020837	0.025617	0.025413	0.010633	0.010424	0.015318
(109,258)(102836850,102836999)(102836850,102837000)	chr12	102836925	151	-0.007205	0.025641	0.025640	-0.003589	-0.003590	0.029565
(259,408)(102837000,102837149)(102837000,102837150)	chr12	102837075	151	0.025641	0.025640	0.025641	0.012988	0.012988	0.012987
(409,558)(102837150,102837299)(102837150,102837300)	chr12	102837225	151	0.025498	0.025641	0.025641	0.012914	0.012914	0.013061
(559,708)(102837300,102837449)(102837300,102837450)	chr12	102837375	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(709,858)(102837450,102837599)(102837450,102837600)	chr12	102837525	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(859,1008)(102837600,102837749)(102837600,102837750)	chr12	102837675	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(1009,1158)(102837750,102837899)(102837750,102837900)	chr12	102837825	151	0.003266	0.025640	0.025641	0.001635	0.001636	0.024339
(1159,1308)(102837900,102838049)(102837900,102838050)	chr12	102837975	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(1309,1458)(102838050,102838199)(102838050,102838200)	chr12	102838125	151	0.000491	0.025641	0.025641	0.000245	0.000245	0.025730
(1459,1608)(102838200,102838349)(102838200,102838350)	chr12	102838275	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(1609,1758)(102838350,102838499)(102838350,102838500)	chr12	102838425	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(1759,1908)(102838500,102838649)(102838500,102838650)	chr12	102838575	151	0.018046	0.025639	0.025641	0.009105	0.009107	0.016869
(1909,2058)(102838650,102838799)(102838650,102838800)	chr12	102838725	151	0.025641	0.025640	0.025641	0.012987	0.012988	0.012987
(2059,2208)(102838800,102838949)(102838800,102838950)	chr12	102838875	151	0.025157	0.025641	0.025641	0.012739	0.012740	0.013236
(2209,2358)(102838950,102839099)(102838950,102839100)	chr12	102839025	151	0.059875	0.543674	0.330330	0.222659	-0.160917	0.561888
(2359,2508)(102839100,102839249)(102839100,102839250)	chr12	102839175	151	0.025639	0.025566	0.025632	0.012953	0.013020	0.012946
(2509,2626)(102839250,102839367)(102839250,102839400)	chr12	102839325	119	0.015389	0.022049	0.024894	0.006298	0.009211	0.015998
(2627,2674)(102840252,102840299)(102840150,102840300)	chr12	102840225	49	0.011617	0.025445	0.017433	0.009937	0.001749	0.015838
(2675,2824)(102840300,102840449)(102840300,102840450)	chr12	102840375	151	0.016871	0.072685	0.102587	-0.007881	0.024897	0.083343
(2825,2974)(102840450,102840599)(102840450,102840600)	chr12	102840525	151	0.001452	0.024802	0.025650	0.000292	0.001162	0.024823
(2975,3039)(102840600,102840664)(102840600,102840750)	chr12	102840675	66	0.017834	0.021285	0.016094	0.011643	0.006353	0.009873
(3040,3141)(102843498,102843599)(102843450,102843600)	chr12	102843525	103	0.019437	0.020343	0.019609	0.010189	0.009440	0.010365
(3142,3291)(102843600,102843749)(102843600,102843750)	chr12	102843675	151	0.025640	0.025516	0.025641	0.012923	0.013051	0.012924
(3292,3441)(102843750,102843899)(102843750,102843900)	chr12	102843825	151	0.017543	0.009562	0.014117	0.006544	0.011154	0.003063
(3442,3470)(102843900,102843928)(102843900,102844050)	chr12	102843975	30	0.020347	0.025069	0.023779	0.010940	0.009617	0.014449
(3471,3481)(102844189,102844199)(102844050,102844200)	chr12	102844125	12	0.018759	0.024473	0.025344	0.009022	0.009915	0.015755
(3482,3631)(102844200,102844349)(102844200,102844350)	chr12	102844275	151	0.111461	0.338933	0.112724	0.206239	-0.088062	0.207661
(3632,3781)(102844350,102844499)(102844350,102844500)	chr12	102844425	151	0.024805	0.025638	0.025620	0.012568	0.012549	0.013404
(3782,3862)(102844500,102844580)(102844500,102844650)	chr12	102844575	82	0.007715	0.018718	0.021698	0.002352	0.005394	0.016543
(3863,3865)(102846747,102846749)(102846600,102846750)	chr12	102846675	4	0.012310	0.022985	0.027375	0.003941	0.008445	0.019312
(3866,4015)(102846750,102846899)(102846750,102846900)	chr12	102846825	151	0.227687	0.011843	0.167089	0.043725	0.214641	-0.031812
(4016,4165)(102846900,102847049)(102846900,102847050)	chr12	102846975	151	0.025640	0.025641	0.025641	0.012987	0.012987	0.012988
(4166,4315)(102847050,102847199)(102847050,102847200)	chr12	102847125	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(4316,4465)(102847200,102847349)(102847200,102847350)	chr12	102847275	151	0.000693	-0.009946	0.031257	-0.020480	0.021173	0.010583
(4466,4615)(102847350,102847499)(102847350,102847500)	chr12	102847425	151	0.118889	0.018836	0.119541	0.009138	0.117434	0.009878
(4616,4643)(102847500,102847527)(102847500,102847650)	chr12	102847575	29	0.053242	0.057582	0.031358	0.041079	0.013633	0.018227
(4644,4654)(102851539,102851549)(102851400,102851550)	chr12	102851475	12	0.019422	0.025141	0.024855	0.009953	0.009660	0.015509
(4655,4804)(102851550,102851699)(102851550,102851700)	chr12	102851625	151	0.015149	0.019164	0.012891	0.010820	0.004445	0.008530
(4805,4954)(102851700,102851849)(102851700,102851850)	chr12	102851775	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(4955,5104)(102851850,102851999)(102851850,102852000)	chr12	102851925	151	0.025639	0.025640	0.023791	0.013935	0.012039	0.012039
(5105,5254)(102852000,102852149)(102852000,102852150)	chr12	102852075	151	0.353729	0.546770	0.187436	0.510166	-0.073629	0.281190
(5255,5404)(102852150,102852299)(102852150,102852300)	chr12	102852225	151	0.025568	0.025641	0.025641	0.012950	0.012950	0.013025
(5405,5513)(102852300,102852408)(102852300,102852450)	chr12	102852375	110	0.014621	0.025262	0.015623	0.012285	0.002444	0.013302
(5514,5596)(102852667,102852749)(102852600,102852750)	chr12	102852675	84	0.011922	0.012777	0.022721	0.000935	0.011059	0.011924
(5597,5746)(102852750,102852899)(102852750,102852900)	chr12	102852825	151	0.025639	0.025481	0.025641	0.012904	0.013069	0.012907
(5747,5896)(102852900,102853049)(102852900,102853050)	chr12	102852975	151	0.075552	0.106696	0.124150	0.029413	0.049145	0.083415
(5897,6046)(102853050,102853199)(102853050,102853200)	chr12	102853125	151	0.025641	0.025640	0.025641	0.012987	0.012988	0.012987
(6047,6196)(102853200,102853349)(102853200,102853350)	chr12	102853275	151	0.025648	0.025641	0.025641	0.012991	0.012991	0.012984
(6197,6346)(102853350,102853499)(102853350,102853500)	chr12	102853425	151	0.021962	0.012408	0.025453	0.004455	0.017752	0.008031
(6347,6411)(102853500,102853564)(102853500,102853650)	chr12	102853575	66	0.011179	0.025190	0.007042	0.014844	-0.003602	0.010669
(6412,6423)(102854538,102854549)(102854400,102854550)	chr12	102854475	13	-0.004559	0.024965	0.026914	-0.003275	-0.001274	0.028557
(6424,6573)(102854550,102854699)(102854550,102854700)	chr12	102854625	151	0.001648	0.056019	0.047166	0.005492	-0.003843	0.052157
(6574,6723)(102854700,102854849)(102854700,102854850)	chr12	102854775	151	0.437558	0.213145	0.052109	0.380832	0.194636	-0.141120
(6724,6873)(102854850,102854999)(102854850,102855000)	chr12	102854925	151	0.025637	0.025641	0.025641	0.012985	0.012986	0.012990
(6874,7023)(102855000,102855149)(102855000,102855150)	chr12	102855075	151	0.369766	0.626398	0.146105	0.644141	-0.182476	0.340424
(7024,7173)(102855150,102855299)(102855150,102855300)	chr12	102855225	151	0.025465	0.025641	0.025641	0.012897	0.012897	0.013078
(7174,7323)(102855300,102855449)(102855300,102855450)	chr12	102855375	151	0.095388	0.020997	0.074617	0.021961	0.078288	-0.000741
(7324,7355)(102855450,102855481)(102855450,102855600)	chr12	102855525	33	0.022683	0.007512	0.038235	-0.004250	0.027195	0.011791
(7356,7456)(102866449,102866549)(102866400,102866550)	chr12	102866475	102	0.137435	0.400704	0.135938	0.256867	-0.109022	0.255133
(7457,7606)(102866550,102866699)(102866550,102866700)	chr12	102866625	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012987
(7607,7718)(102866700,102866811)(102866700,102866850)	chr12	102866775	113	0.005501	0.013122	0.022462	-0.001996	0.007512	0.015205
(7719,7831)(102877087,102877199)(102877050,102877200)	chr12	102877125	114	0.021178	0.024268	0.022900	0.011403	0.010002	0.013165
(7832,7981)(102877200,102877349)(102877200,102877350)	chr12	102877275	151	0.025632	0.065521	0.066479	0.012470	0.013496	0.055296
(7982,8131)(102877350,102877499)(102877350,102877500)	chr12	102877425	151	0.389489	0.068532	0.329154	0.082618	0.410841	-0.011625
(8132,8281)(102877500,102877649)(102877500,102877650)	chr12	102877575	151	0.208758	0.336038	0.024083	0.309652	-0.075501	0.099878
(8282,8330)(102877650,102877698)(102877650,102877800)	chr12	102877725	50	0.024274	0.040448	0.037243	0.013954	0.010619	0.027335
(8331,8333)(102885897,102885899)(102885750,102885900)	chr12	102885825	4	0.018147	0.024241	0.026186	0.008159	0.010155	0.016380
(8334,8483)(102885900,102886049)(102885900,102886050)	chr12	102885975	151	0.013569	0.300677	0.350157	-0.029860	0.043522	0.387503
(8484,8633)(102886050,102886199)(102886050,102886200)	chr12	102886125	151	-0.000446	0.052268	0.059194	-0.003890	0.003445	0.057574
(8634,8783)(102886200,102886349)(102886200,102886350)	chr12	102886275	151	0.007674	0.176947	0.147638	0.021347	-0.013644	0.173387
(8784,8825)(102886350,102886391)(102886350,102886500)	chr12	102886425	43	0.005423	0.025323	0.025260	0.002751	0.002687	0.022898
(8826,8838)(102894587,102894599)(102894450,102894600)	chr12	102894525	14	0.019295	0.025038	0.025152	0.009683	0.009800	0.015673
(8839,8988)(102894600,102894749)(102894600,102894750)	chr12	102894675	151	0.015249	0.022113	0.018194	0.009683	0.005683	0.012678
(8989,9138)(102894750,102894899)(102894750,102894900)	chr12	102894825	151	0.023868	0.025641	0.025641	0.012079	0.012079	0.013897
(9139,9288)(102894900,102895049)(102894900,102895050)	chr12	102894975	151	0.016827	0.025627	0.029755	0.006362	0.010608	0.019599
(9289,9306)(102895050,102895067)(102895050,102895200)	chr12	102895125	19	0.019663	0.023114	-0.005589	0.024409	-0.004550	-0.001023
(9307,9413)(102912643,102912749)(102912600,102912750)	chr12	102912675	108	0.019568	0.018827	0.014249	0.012208	0.007553	0.006799
(9414,9563)(102912750,102912899)(102912750,102912900)	chr12	102912825	151	0.025641	0.393528	0.405003	0.003436	0.022539	0.496660
(9564,9711)(102912900,102913047)(102912900,102913050)	chr12	102912975	149	0.007592	0.024697	0.014324	0.009100	-0.001480	0.015907
(9712,9856)(102913655,102913799)(102913650,102913800)	chr12	102913725	146	0.005328	0.023126	0.009519	0.009588	-0.004245	0.013810
(9857,10006)(102913800,102913949)(102913800,102913950)	chr12	102913875	151	-0.016282	0.118048	0.099711	0.002214	-0.018364	0.123404
(10007,10138)(102913950,102914081)(102913950,102914100)	chr12	102914025	133	0.010386	0.243095	0.218196	0.021403	-0.010963	0.257114
(10139,10233)(102914305,102914399)(102914250,102914400)	chr12	102914325	96	0.005519	0.012853	0.020949	-0.001350	0.006885	0.014287
(10234,10383)(102914400,102914549)(102914400,102914550)	chr12	102914475	151	-0.022607	0.096879	0.102998	-0.014577	-0.007779	0.116476
(10384,10533)(102914550,102914699)(102914550,102914700)	chr12	102914625	151	0.009058	0.025544	0.020360	0.007202	0.001897	0.018673
(10534,10552)(102914700,102914718)(102914700,102914850)	chr12	102914775	20	-0.021037	0.025227	0.025131	-0.010360	-0.010459	0.035911
(10553,10686)(102915016,102915149)(102915000,102915150)	chr12	102915075	135	0.010987	0.008764	0.018312	0.000684	0.010364	0.008118
(10687,10836)(102915150,102915299)(102915150,102915300)	chr12	102915225	151	0.025865	0.037561	0.033752	0.015077	0.011128	0.023207
(10837,10877)(102915300,102915340)(102915300,102915450)	chr12	102915375	42	0.024184	0.040966	0.015536	0.025326	-0.000845	0.016503
(10878,10952)(102916425,102916499)(102916350,102916500)	chr12	102916425	76	0.017047	0.021931	0.019090	0.010047	0.007146	0.012128
(10953,11102)(102916500,102916649)(102916500,102916650)	chr12	102916575	151	0.025641	0.025641	0.025628	0.012994	0.012981	0.012981
(11103,11200)(102916650,102916747)(102916650,102916800)	chr12	102916725	99	0.006436	0.026005	0.016143	0.008265	-0.001809	0.018083
(11201,11227)(102916923,102916949)(102916800,102916950)	chr12	102916875	28	0.005017	0.307249	0.422682	-0.088624	0.093654	0.455709
(11228,11377)(102916950,102917099)(102916950,102917100)	chr12	102917025	151	0.018623	0.018374	0.016850	0.010175	0.008623	0.008370
(11378,11527)(102917100,102917249)(102917100,102917250)	chr12	102917175	151	-0.025622	-0.009476	-0.009486	-0.012645	-0.012655	0.003214
(11528,11677)(102917250,102917399)(102917250,102917400)	chr12	102917325	151	0.010331	0.024297	0.028646	0.002959	0.007426	0.021638
(11678,11681)(102917400,102917403)(102917400,102917550)	chr12	102917475	5	0.012654	0.026421	0.023993	0.007613	0.005122	0.019163
(11682,11806)(102923425,102923549)(102923400,102923550)	chr12	102923475	126	0.019497	0.056476	0.068070	0.003663	0.016027	0.054471
(11807,11956)(102923550,102923699)(102923550,102923700)	chr12	102923625	151	-0.004221	0.065195	0.050263	0.005818	-0.010030	0.061600
(11957,12000)(102923700,102923743)(102923700,102923850)	chr12	102923775	45	0.014546	0.008490	0.013593	0.004746	0.009907	0.003780
(12001,12059)(102944941,102944999)(102944850,102945000)	chr12	102944925	60	0.011058	0.030249	0.035766	0.002707	0.008412	0.028009
(12060,12209)(102945000,102945149)(102945000,102945150)	chr12	102945075	151	0.025422	0.069891	0.087707	0.003205	0.022546	0.069249
(12210,12359)(102945150,102945299)(102945150,102945300)	chr12	102945225	151	0.017021	0.016085	0.026909	0.003053	0.014114	0.013163
(12360,12362)(102945300,102945302)(102945300,102945450)	chr12	102945375	4	0.017638	0.024479	0.024343	0.008967	0.008828	0.015817
(12363,12451)(102945811,102945899)(102945750,102945900)	chr12	102945825	90	0.020071	0.061609	0.030496	0.026446	-0.006171	0.037142
(12452,12601)(102945900,102946049)(102945900,102946050)	chr12	102945975	151	0.025641	0.089517	0.052228	0.033057	-0.007082	0.060723
(12602,12739)(102946050,102946187)(102946050,102946200)	chr12	102946125	139	0.010157	0.017541	0.020454	0.003620	0.006589	0.014077
(12740,12805)(102946434,102946499)(102946350,102946500)	chr12	102946425	67	-0.005740	0.347271	0.367551	-0.018643	0.012919	0.445237
(12806,12955)(102946500,102946649)(102946500,102946650)	chr12	102946575	151	0.024159	0.058696	0.058528	0.012317	0.012139	0.048172
(12956,13105)(102946650,102946799)(102946650,102946800)	chr12	102946725	151	0.025641	0.025641	0.025641	0.012987	0.012988	0.012988
(13106,13255)(102946800,102946949)(102946800,102946950)	chr12	102946875	151	0.009851	0.029335	0.032151	0.003497	0.006403	0.026276
(13256,13257)(102946950,102946951)(102946950,102947100)	chr12	102947025	3	0.017753	0.027619	0.026821	0.009366	0.008546	0.018641
(13258,13371)(102949986,102950099)(102949950,102950100)	chr12	102950025	115	0.018231	0.025250	0.016430	0.013704	0.004696	0.011871
(13372,13521)(102950100,102950249)(102950100,102950250)	chr12	102950175	151	0.025593	0.026137	0.025653	0.013212	0.012715	0.013273
(13522,13671)(102950250,102950399)(102950250,102950400)	chr12	102950325	151	0.044074	0.168209	0.028195	0.100324	-0.055249	0.083850
(13672,13810)(102950400,102950549)(102950400,102950550)	chr12	102950475	140	0.005717	0.025024	0.024258	0.003259	0.002474	0.022083
(13811,13960)(102950550,102950699)(102950550,102950700)	chr12	102950625	151	0.206733	0.178971	-0.013273	0.220989	0.010606	-0.023792
(13961,14110)(102950700,102950849)(102950700,102950850)	chr12	102950775	151	0.022175	0.025641	0.027679	0.010166	0.012259	0.015810
(14111,14260)(102950850,102950999)(102950850,102951000)	chr12	102950925	151	0.009215	0.027182	0.016554	0.010062	-0.000804	0.017496
(14261,14278)(102951000,102951017)(102951000,102951150)	chr12	102951075	19	0.016601	0.024732	0.027852	0.006768	0.009972	0.018275
(14279,14281)(102958047,102958049)(102957900,102958050)	chr12	102957975	4	0.014594	0.108278	0.227841	-0.064631	0.079333	0.179232
(14282,14431)(102958050,102958199)(102958050,102958200)	chr12	102958125	151	0.015821	0.021345	0.023166	0.007043	0.008905	0.014534
(14432,14581)(102958200,102958349)(102958200,102958350)	chr12	102958275	151	0.025641	0.025641	0.025640	0.012988	0.012987	0.012987
(14582,14731)(102958350,102958499)(102958350,102958500)	chr12	102958425	151	0.025118	0.023405	0.023374	0.012735	0.012704	0.010948
(14732,14791)(102958500,102958559)(102958500,102958650)	chr12	102958575	61	0.014226	0.025277	0.026058	0.006763	0.007565	0.018839
(14792,14924)(109553567,109553699)(109553550,109553700)	chr12	109553625	134	0.021647	0.017479	0.021133	0.009080	0.012805	0.008554
(14925,15074)(109553700,109553849)(109553700,109553850)	chr12	109553775	151	0.025637	0.025641	0.025641	0.012986	0.012985	0.012990
(15075,15224)(109553850,109553999)(109553850,109554000)	chr12	109553925	151	0.076389	0.101641	0.039449	0.073201	0.006263	0.033985
(15225,15374)(109554000,109554149)(109554000,109554150)	chr12	109554075	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(15375,15524)(109554150,109554299)(109554150,109554300)	chr12	109554225	151	0.046418	0.001884	0.116109	-0.037003	0.084533	0.038889
(15525,15674)(109554300,109554449)(109554300,109554450)	chr12	109554375	151	0.039274	0.120816	0.267428	-0.071184	0.111249	0.199944
(15675,15824)(109554450,109554599)(109554450,109554600)	chr12	109554525	151	0.009192	0.025641	0.025638	0.004619	0.004616	0.021357
(15825,15974)(109554600,109554749)(109554600,109554750)	chr12	109554675	151	0.025642	0.025642	0.025641	0.012988	0.012988	0.012988
(15975,16124)(109554750,109554899)(109554750,109554900)	chr12	109554825	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(16125,16274)(109554900,109555049)(109554900,109555050)	chr12	109554975	151	0.025630	0.025641	0.025637	0.012985	0.012980	0.012991
(16275,16424)(109555050,109555199)(109555050,109555200)	chr12	109555125	151	0.001580	0.125242	0.210177	-0.050279	0.051860	0.184087
(16425,16574)(109555200,109555349)(109555200,109555350)	chr12	109555275	151	0.008331	0.087272	0.193561	-0.057722	0.066088	0.149039
(16575,16724)(109555350,109555499)(109555350,109555500)	chr12	109555425	151	0.057203	-0.001360	0.127670	-0.039521	0.098426	0.038162
(16725,16874)(109555500,109555649)(109555500,109555650)	chr12	109555575	151	-0.007323	0.129390	0.194924	-0.042777	0.035480	0.181339
(16875,17024)(109555650,109555799)(109555650,109555800)	chr12	109555725	151	-0.019996	0.535274	0.484358	0.042083	-0.061882	0.724225
(17025,17174)(109555800,109555949)(109555800,109555950)	chr12	109555875	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(17175,17324)(109555950,109556099)(109555950,109556100)	chr12	109556025	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(17325,17474)(109556100,109556249)(109556100,109556250)	chr12	109556175	151	0.026220	0.353727	0.235774	0.097106	-0.070536	0.339428
(17475,17624)(109556250,109556399)(109556250,109556400)	chr12	109556325	151	-0.008523	0.103745	0.147879	-0.029492	0.021005	0.139022
(17625,17774)(109556400,109556549)(109556400,109556550)	chr12	109556475	151	0.066862	0.121013	0.072786	0.061308	0.007894	0.067677
(17775,17924)(109556550,109556699)(109556550,109556700)	chr12	109556625	151	-0.005935	0.055808	0.127892	-0.042667	0.036750	0.100093
(17925,18074)(109556700,109556849)(109556700,109556850)	chr12	109556775	151	-0.005077	0.129755	0.205647	-0.048155	0.043091	0.187136
(18075,18224)(109556850,109556999)(109556850,109557000)	chr12	109556925	151	0.025641	0.025641	0.025611	0.013003	0.012972	0.012972
(18225,18374)(109557000,109557149)(109557000,109557150)	chr12	109557075	151	-0.020277	0.510668	0.457382	0.041646	-0.061719	0.673069
(18375,18510)(109557150,109557285)(109557150,109557300)	chr12	109557225	137	0.010238	0.011118	0.014253	0.003558	0.006733	0.007622
(18511,18511)(109558949,109558949)(109558800,109558950)	chr12	109558875	2	0.016197	0.026784	0.028316	0.007378	0.008952	0.019772
(18512,18661)(109558950,109559099)(109558950,109559100)	chr12	109559025	151	0.023164	0.020264	0.016982	0.013390	0.010047	0.007081
(18662,18811)(109559100,109559249)(109559100,109559250)	chr12	109559175	151	0.010031	0.038071	0.043445	0.002240	0.007842	0.036575
(18812,18866)(109559250,109559304)(109559250,109559400)	chr12	109559325	56	-0.000893	0.025414	0.025958	-0.000726	-0.000167	0.026468
(18867,18874)(109560892,109560899)(109560750,109560900)	chr12	109560825	9	0.016591	0.020673	0.024419	0.006449	0.010282	0.014441
(18875,19024)(109560900,109561049)(109560900,109561050)	chr12	109560975	151	0.018816	0.020761	0.030675	0.004410	0.014585	0.016570
(19025,19174)(109561050,109561199)(109561050,109561200)	chr12	109561125	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(19175,19324)(109561200,109561349)(109561200,109561350)	chr12	109561275	151	0.061691	0.012244	0.110434	-0.020513	0.084189	0.032833
(19325,19474)(109561350,109561499)(109561350,109561500)	chr12	109561425	151	-0.012036	0.025642	0.025641	-0.005982	-0.005982	0.031958
(19475,19624)(109561500,109561649)(109561500,109561650)	chr12	109561575	151	0.025647	0.014506	0.025642	0.007309	0.018673	0.007304
(19625,19774)(109561650,109561799)(109561650,109561800)	chr12	109561725	151	0.076392	0.025641	0.076535	0.012910	0.066557	0.013065
(19775,19924)(109561800,109561949)(109561800,109561950)	chr12	109561875	151	0.018402	0.025640	0.034147	0.004902	0.013671	0.021072
(19925,19973)(109561950,109561998)(109561950,109562100)	chr12	109562025	50	0.018573	0.025253	0.013764	0.015232	0.003515	0.010345
(19974,20101)(109564672,109564799)(109564650,109564800)	chr12	109564725	129	0.030358	0.025056	0.024456	0.015722	0.015107	0.009653
(20102,20251)(109564800,109564949)(109564800,109564950)	chr12	109564875	151	-0.007270	0.128769	0.201968	-0.047501	0.040257	0.185350
(20252,20401)(109564950,109565099)(109564950,109565100)	chr12	109565025	151	-0.018387	0.341921	0.277444	0.037625	-0.055845	0.380806
(20402,20551)(109565100,109565249)(109565100,109565250)	chr12	109565175	151	0.013436	0.025501	0.025641	0.006691	0.006835	0.019140
(20552,20627)(109565250,109565325)(109565250,109565400)	chr12	109565325	77	0.022403	0.023278	0.017270	0.014395	0.008263	0.009158
(20628,20664)(109566863,109566899)(109566750,109566900)	chr12	109566825	38	0.022603	0.026764	0.024422	0.012633	0.010230	0.014496
(20665,20814)(109566900,109567049)(109566900,109567050)	chr12	109566975	151	0.036273	0.078107	0.033172	0.042269	-0.005322	0.039056
(20815,20964)(109567050,109567199)(109567050,109567200)	chr12	109567125	151	0.021229	0.381618	0.275209	0.090117	-0.068660	0.390532
(20965,21081)(109567200,109567316)(109567200,109567350)	chr12	109567275	118	0.002546	0.017828	0.019506	0.000419	0.002130	0.017569
(21082,21210)(109567671,109567799)(109567650,109567800)	chr12	109567725	130	0.021811	0.025548	0.016489	0.015653	0.006399	0.010227
(21211,21360)(109567800,109567949)(109567800,109567950)	chr12	109567875	151	0.025640	0.025641	0.025641	0.012987	0.012987	0.012988
(21361,21510)(109567950,109568099)(109567950,109568100)	chr12	109568025	151	0.025641	0.025637	0.025641	0.012985	0.012990	0.012985
(21511,21660)(109568100,109568249)(109568100,109568250)	chr12	109568175	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(21661,21810)(109568250,109568399)(109568250,109568400)	chr12	109568325	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(21811,21960)(109568400,109568549)(109568400,109568550)	chr12	109568475	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(21961,22110)(109568550,109568699)(109568550,109568700)	chr12	109568625	151	0.025641	0.317639	0.317642	0.012985	0.012990	0.369211
(22111,22260)(109568700,109568849)(109568700,109568850)	chr12	109568775	151	0.030560	0.328816	0.216290	0.093016	-0.061979	0.305695
(22261,22410)(109568850,109568999)(109568850,109569000)	chr12	109568925	151	0.019368	0.033828	0.018390	0.017705	0.001853	0.016709
(22411,22422)(109569000,109569011)(109569000,109569150)	chr12	109569075	13	0.088639	0.141634	0.023308	0.110979	-0.018162	0.041746
(22423,22496)(109569826,109569899)(109569750,109569900)	chr12	109569825	75	0.006220	0.018654	0.014681	0.005139	0.001100	0.013690
(22497,22646)(109569900,109570049)(109569900,109570050)	chr12	109569975	151	0.017591	0.025633	0.025627	0.008877	0.008870	0.017091
(22647,22796)(109570050,109570199)(109570050,109570200)	chr12	109570125	151	0.050425	0.168566	0.101125	0.064867	-0.013125	0.119737
(22797,22840)(109570200,109570243)(109570200,109570350)	chr12	109570275	45	0.004859	0.013022	0.024846	-0.003590	0.008461	0.016698
(22841,22889)(109571501,109571549)(109571400,109571550)	chr12	109571475	50	0.009825	0.013748	0.018861	0.002337	0.007536	0.011506
(22890,23039)(109571550,109571699)(109571550,109571700)	chr12	109571625	151	0.023908	0.019163	0.015838	0.013792	0.010407	0.005557
(23040,23189)(109571700,109571849)(109571700,109571850)	chr12	109571775	151	0.018821	0.025252	0.034654	0.004654	0.014346	0.020922
(23190,23199)(109571850,109571859)(109571850,109572000)	chr12	109571925	11	0.016472	0.026089	0.023491	0.009637	0.006973	0.016798
(23200,23200)(109573199,109573199)(109573050,109573200)	chr12	109573125	2	0.018690	0.031616	0.027241	0.011687	0.007180	0.020439
(23201,23350)(109573200,109573349)(109573200,109573350)	chr12	109573275	151	0.024139	0.024475	0.025613	0.011634	0.012801	0.013146
(23351,23500)(109573350,109573499)(109573350,109573500)	chr12	109573425	151	0.030474	0.326205	0.140411	0.137238	-0.106290	0.257591
(23501,23650)(109573500,109573649)(109573500,109573650)	chr12	109573575	151	0.025645	0.025037	0.025544	0.012730	0.013250	0.012627
(23651,23730)(109573650,109573729)(109573650,109573800)	chr12	109573725	81	0.020713	0.025189	0.024174	0.010986	0.009944	0.014526
(23731,23804)(120725626,120725699)(120725550,120725700)	chr12	120725625	75	0.010839	0.028243	0.037195	0.000822	0.010076	0.027828
