region	chr	midPos	Nsites	Fst01	Fst02	Fst12	PBS0	PBS1	PBS2
(73077,73226)(108289650,108289799)(108289650,108289800)	chr11	108289725	151	0.025642	0.025641	0.025641	0.012988	0.012988	0.012987
(73227,73376)(108289800,108289949)(108289800,108289950)	chr11	108289875	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(73377,73526)(108289950,108290099)(108289950,108290100)	chr11	108290025	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(73527,73676)(108290100,108290249)(108290100,108290250)	chr11	108290175	151	0.025640	0.025641	0.025641	0.012987	0.012987	0.012988
(73677,73826)(108290250,108290399)(108290250,108290400)	chr11	108290325	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(73827,73976)(108290400,108290549)(108290400,108290550)	chr11	108290475	151	0.005233	0.087508	0.013331	0.041701	-0.036454	0.049875
(73977,74126)(108290550,108290699)(108290550,108290700)	chr11	108290625	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(74127,74242)(108290700,108290815)(108290700,108290850)	chr11	108290775	117	0.004743	0.021752	0.028244	-0.000952	0.005706	0.022944
(74243,74271)(108292471,108292499)(108292350,108292500)	chr11	108292425	30	0.001706	0.023745	0.022610	0.001435	0.000273	0.022597
(74272,74421)(108292500,108292649)(108292500,108292650)	chr11	108292575	151	0.030826	0.038285	0.032844	0.018476	0.012835	0.020561
(74422,74571)(108292650,108292799)(108292650,108292800)	chr11	108292725	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(74572,74714)(108292800,108292942)(108292800,108292950)	chr11	108292875	144	0.025009	0.015691	0.021420	0.009745	0.015582	0.006070
(74715,74798)(108293166,108293249)(108293100,108293250)	chr11	108293175	85	0.025184	0.019900	0.029945	0.007602	0.017904	0.012499
(74799,74948)(108293250,108293399)(108293250,108293400)	chr11	108293325	151	0.025236	0.025496	0.007668	0.021845	0.003715	0.003982
(74949,75098)(108293400,108293549)(108293400,108293550)	chr11	108293475	151	0.025634	0.025641	0.025554	0.013029	0.012940	0.012947
(75099,75174)(108293550,108293625)(108293550,108293700)	chr11	108293625	77	0.007557	0.022485	0.017391	0.006392	0.001194	0.016350
(75175,75295)(108294779,108294899)(108294750,108294900)	chr11	108294825	122	0.024647	0.030028	0.028534	0.013248	0.011709	0.017241
(75296,75445)(108294900,108295049)(108294900,108295050)	chr11	108294975	151	0.025332	0.025641	0.025641	0.012829	0.012829	0.013146
(75446,75595)(108295050,108295199)(108295050,108295200)	chr11	108295125	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(75596,75745)(108295200,108295349)(108295200,108295350)	chr11	108295275	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(75746,75895)(108295350,108295499)(108295350,108295500)	chr11	108295425	151	0.048340	0.050432	0.025641	0.037660	0.011887	0.014088
(75896,76045)(108295500,108295649)(108295500,108295650)	chr11	108295575	151	0.025641	0.025640	0.025637	0.012989	0.012986	0.012985
(76046,76195)(108295650,108295799)(108295650,108295800)	chr11	108295725	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(76196,76345)(108295800,108295949)(108295800,108295950)	chr11	108295875	151	0.025641	0.025642	0.025643	0.012987	0.012988	0.012990
(76346,76495)(108295950,108296099)(108295950,108296100)	chr11	108296025	151	0.020845	0.005999	0.023380	0.001712	0.019353	0.004305
(76496,76541)(108296100,108296145)(108296100,108296250)	chr11	108296175	47	0.011665	0.025027	0.020260	0.008305	0.003428	0.017040
(76542,76565)(108296826,108296849)(108296700,108296850)	chr11	108296775	25	0.023754	0.023519	0.023965	0.011792	0.012249	0.012008
(76566,76715)(108296850,108296999)(108296850,108297000)	chr11	108296925	151	0.016638	0.012639	0.015165	0.007109	0.009670	0.005611
(76716,76865)(108297000,108297149)(108297000,108297150)	chr11	108297075	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(76866,77015)(108297150,108297299)(108297150,108297300)	chr11	108297225	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(77016,77165)(108297300,108297449)(108297300,108297450)	chr11	108297375	151	0.025642	0.025633	0.025623	0.012994	0.012983	0.012974
(77166,77247)(108297450,108297531)(108297450,108297600)	chr11	108297525	83	0.024694	0.012123	0.024224	0.006340	0.018664	0.005858
(77248,77315)(108299332,108299399)(108299250,108299400)	chr11	108299325	69	0.034009	0.034930	0.024860	0.022491	0.012110	0.013064
(77316,77465)(108299400,108299549)(108299400,108299550)	chr11	108299475	151	-0.006036	0.064714	0.025641	0.017455	-0.023473	0.049448
(77466,77615)(108299550,108299699)(108299550,108299700)	chr11	108299625	151	0.025641	0.025641	0.025640	0.012988	0.012987	0.012987
(77616,77765)(108299700,108299849)(108299700,108299850)	chr11	108299775	151	0.025641	0.025641	0.025640	0.012988	0.012987	0.012987
(77766,77915)(108299850,108299999)(108299850,108300000)	chr11	108299925	151	0.029527	0.000838	0.024031	0.003243	0.026729	-0.002405
(77916,77949)(108300000,108300033)(108300000,108300150)	chr11	108300075	35	0.025226	0.025436	0.021628	0.014725	0.010825	0.011041
(77950,78099)(108301500,108301649)(108301500,108301650)	chr11	108301575	151	0.016225	0.015429	0.015000	0.008397	0.007961	0.007153
(78100,78249)(108301650,108301799)(108301650,108301800)	chr11	108301725	151	0.025640	0.025641	0.025641	0.012987	0.012987	0.012988
(78250,78388)(108301800,108301938)(108301800,108301950)	chr11	108301875	140	0.023804	0.016857	0.013025	0.013991	0.010101	0.003010
(78389,78533)(108302705,108302849)(108302700,108302850)	chr11	108302775	146	0.011285	0.020734	0.017033	0.007561	0.003788	0.013391
(78534,78683)(108302850,108302999)(108302850,108303000)	chr11	108302925	151	0.025641	0.025639	0.025641	0.012986	0.012989	0.012986
(78684,78833)(108303000,108303149)(108303000,108303150)	chr11	108303075	151	0.020587	0.021899	0.009102	0.016900	0.003902	0.005242
(78834,78862)(108303150,108303178)(108303150,108303300)	chr11	108303225	30	0.002446	0.037774	0.039342	0.000409	0.002040	0.038097
(78863,78983)(108304529,108304649)(108304500,108304650)	chr11	108304575	122	0.022298	0.024746	0.031450	0.007826	0.014724	0.017231
(78984,79133)(108304650,108304799)(108304650,108304800)	chr11	108304725	151	0.003175	0.044812	-0.003331	0.026176	-0.022996	0.019671
(79134,79283)(108304800,108304949)(108304800,108304950)	chr11	108304875	151	0.025621	0.019279	0.024918	0.010094	0.015861	0.009373
(79284,79335)(108304950,108305001)(108304950,108305100)	chr11	108305025	53	0.016593	0.017210	0.023777	0.005014	0.011719	0.012346
(79336,79386)(108307749,108307799)(108307650,108307800)	chr11	108307725	52	0.006382	0.018512	0.010871	0.007079	-0.000677	0.011607
(79387,79536)(108307800,108307949)(108307800,108307950)	chr11	108307875	151	0.024670	0.025632	0.024707	0.012964	0.012015	0.013002
(79537,79686)(108307950,108308099)(108307950,108308100)	chr11	108308025	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(79687,79806)(108308100,108308219)(108308100,108308250)	chr11	108308175	121	0.026490	0.011203	0.023975	0.006923	0.019924	0.004343
(79807,79844)(108310012,108310049)(108309900,108310050)	chr11	108309975	39	0.023920	0.015132	0.013559	0.012903	0.011307	0.002344
(79845,79994)(108310050,108310199)(108310050,108310200)	chr11	108310125	151	0.007606	0.032511	0.025606	0.007373	0.000262	0.025678
(79995,80144)(108310200,108310349)(108310200,108310350)	chr11	108310275	151	0.025641	0.025606	0.025642	0.012969	0.013006	0.012970
(80145,80258)(108310350,108310463)(108310350,108310500)	chr11	108310425	115	0.025241	0.025299	0.014103	0.018493	0.007072	0.007132
(80259,80295)(108312263,108312299)(108312150,108312300)	chr11	108312225	38	0.024543	0.025091	0.024155	0.012905	0.011945	0.012506
(80296,80445)(108312300,108312449)(108312300,108312450)	chr11	108312375	151	0.013765	0.024110	0.015997	0.011070	0.002791	0.013336
(80446,80595)(108312450,108312599)(108312450,108312600)	chr11	108312525	151	0.019241	0.024527	0.009047	0.017587	0.001842	0.007246
(80596,80643)(108312600,108312647)(108312600,108312750)	chr11	108312675	49	0.017545	0.012552	0.026475	0.001750	0.015950	0.010881
(80644,80717)(108315676,108315749)(108315600,108315750)	chr11	108315675	75	0.012642	0.019356	0.026671	0.002618	0.010105	0.016928
(80718,80867)(108315750,108315899)(108315750,108315900)	chr11	108315825	151	0.025287	0.025494	0.025146	0.012985	0.012627	0.012840
(80868,81017)(108315900,108316049)(108315900,108316050)	chr11	108315975	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(81018,81167)(108316050,108316199)(108316050,108316200)	chr11	108316125	151	0.024113	0.025641	0.012841	0.018730	0.005678	0.007246
(81168,81230)(108316200,108316262)(108316200,108316350)	chr11	108316275	64	0.001346	0.026719	0.039548	-0.005962	0.007308	0.033044
(81231,81255)(108317225,108317249)(108317100,108317250)	chr11	108317175	26	0.024853	0.024189	0.024449	0.012450	0.012716	0.012036
(81256,81405)(108317250,108317399)(108317250,108317400)	chr11	108317325	151	0.013574	0.017871	0.019070	0.006222	0.007444	0.011810
(81406,81555)(108317400,108317549)(108317400,108317550)	chr11	108317475	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(81556,81676)(108317550,108317670)(108317550,108317700)	chr11	108317625	122	0.020838	0.010692	0.021449	0.005062	0.015995	0.005687
(81677,81820)(108319806,108319949)(108319800,108319950)	chr11	108319875	145	0.030650	0.018494	0.025599	0.011932	0.019197	0.006735
(81821,81970)(108319950,108320099)(108319950,108320100)	chr11	108320025	151	0.025641	0.025636	0.025643	0.012984	0.012991	0.012986
(81971,82077)(108320100,108320206)(108320100,108320250)	chr11	108320175	108	0.018807	0.029728	0.024694	0.012080	0.006906	0.018098
(82078,82223)(108321154,108321299)(108321150,108321300)	chr11	108321225	147	0.019410	0.017460	0.021753	0.007611	0.011990	0.010003
(82224,82373)(108321300,108321449)(108321300,108321450)	chr11	108321375	151	0.025640	0.025640	0.025640	0.012987	0.012988	0.012987
(82374,82493)(108321450,108321569)(108321450,108321600)	chr11	108321525	121	0.014268	0.025075	0.024360	0.007552	0.006819	0.017843
(82494,82531)(108325162,108325199)(108325050,108325200)	chr11	108325125	39	0.034053	0.024732	0.013559	0.023019	0.011628	0.002024
(82532,82681)(108325200,108325349)(108325200,108325350)	chr11	108325275	151	0.015863	0.031079	0.010392	0.018558	-0.002567	0.013014
(82682,82831)(108325350,108325499)(108325350,108325500)	chr11	108325425	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(82832,82981)(108325500,108325649)(108325500,108325650)	chr11	108325575	151	0.008370	0.025074	0.010056	0.011846	-0.003441	0.013547
(82982,83025)(108325650,108325693)(108325650,108325800)	chr11	108325725	45	0.023932	0.024024	0.023572	0.012343	0.011880	0.011974
(83026,83064)(108325911,108325949)(108325800,108325950)	chr11	108325875	40	0.025260	0.023760	0.010722	0.019426	0.006159	0.004621
(83065,83214)(108325950,108326099)(108325950,108326100)	chr11	108326025	151	0.006414	0.016274	0.026501	-0.002008	0.008443	0.018415
(83215,83364)(108326100,108326249)(108326100,108326250)	chr11	108326175	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(83365,83489)(108326250,108326374)(108326250,108326400)	chr11	108326325	126	0.014988	0.017857	0.019186	0.006874	0.008227	0.011145
(83490,83543)(108327246,108327299)(108327150,108327300)	chr11	108327225	55	0.036340	0.023062	0.024145	0.017953	0.019063	0.005379
(83544,83693)(108327300,108327449)(108327300,108327450)	chr11	108327375	151	0.024545	0.013634	0.000780	0.018900	0.005952	-0.005171
(83694,83843)(108327450,108327599)(108327450,108327600)	chr11	108327525	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(83844,83993)(108327600,108327749)(108327600,108327750)	chr11	108327675	151	0.025641	0.025640	0.025641	0.012987	0.012988	0.012987
(83994,84143)(108327750,108327899)(108327750,108327900)	chr11	108327825	151	0.018010	0.023716	0.024536	0.008667	0.009507	0.015334
(84144,84151)(108327900,108327907)(108327900,108328050)	chr11	108327975	9	0.022823	0.021348	0.022209	0.011104	0.011984	0.010475
(84152,84228)(108328873,108328949)(108328800,108328950)	chr11	108328875	78	0.017820	0.026992	0.023298	0.010885	0.007095	0.016478
(84229,84378)(108328950,108329099)(108328950,108329100)	chr11	108329025	151	0.025505	0.026338	0.025798	0.013195	0.012641	0.013496
(84379,84528)(108329100,108329249)(108329100,108329250)	chr11	108329175	151	0.025641	0.025641	0.025640	0.012988	0.012987	0.012987
(84529,84678)(108329250,108329399)(108329250,108329400)	chr11	108329325	151	0.025702	0.024944	0.023641	0.013687	0.012351	0.011573
(84679,84735)(108329400,108329456)(108329400,108329550)	chr11	108329475	58	0.002483	0.034399	0.019845	0.008723	-0.006237	0.026282
(84736,84819)(108330066,108330149)(108330000,108330150)	chr11	108330075	85	0.021200	0.018247	0.016682	0.011510	0.009917	0.006905
(84820,84969)(108330150,108330299)(108330150,108330300)	chr11	108330225	151	0.025704	0.025639	0.025440	0.013122	0.012918	0.012851
(84970,85119)(108330300,108330449)(108330300,108330450)	chr11	108330375	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(85120,85240)(108330450,108330570)(108330450,108330600)	chr11	108330525	122	0.023811	0.019880	0.006749	0.018703	0.005396	0.001377
(85241,85293)(108331297,108331349)(108331200,108331350)	chr11	108331275	54	0.015630	0.023034	0.030085	0.004255	0.011499	0.019048
(85294,85443)(108331350,108331499)(108331350,108331500)	chr11	108331425	151	0.017776	0.025617	0.026157	0.008691	0.009245	0.017260
(85444,85593)(108331500,108331649)(108331500,108331650)	chr11	108331575	151	0.025602	0.011509	0.025615	0.005781	0.020154	0.005794
(85594,85718)(108331650,108331799)(108331650,108331800)	chr11	108331725	126	0.017729	0.015411	0.017110	0.008080	0.009808	0.007450
(85719,85868)(108331800,108331949)(108331800,108331950)	chr11	108331875	151	0.025484	0.024229	0.025609	0.012199	0.013615	0.012328
(85869,86018)(108331950,108332099)(108331950,108332100)	chr11	108332025	151	0.025421	0.025651	0.025616	0.012893	0.012857	0.013092
(86019,86105)(108332100,108332186)(108332100,108332250)	chr11	108332175	88	0.022759	0.019498	0.012229	0.015204	0.007818	0.004487
(86106,86190)(108332615,108332699)(108332550,108332700)	chr11	108332625	86	0.040869	0.023866	0.020129	0.022774	0.018953	0.001381
(86191,86340)(108332700,108332849)(108332700,108332850)	chr11	108332775	151	0.025618	0.025568	0.025640	0.012940	0.013013	0.012961
(86341,86490)(108332850,108332999)(108332850,108333000)	chr11	108332925	151	0.013777	0.026998	0.025646	0.007631	0.006242	0.019738
(86491,86539)(108333000,108333048)(108333000,108333150)	chr11	108333075	50	0.017080	0.020792	0.015341	0.011390	0.005838	0.009622
(86540,86551)(108333738,108333749)(108333600,108333750)	chr11	108333675	13	0.022760	0.022358	0.022519	0.011429	0.011594	0.011182
(86552,86701)(108333750,108333899)(108333750,108333900)	chr11	108333825	151	0.015024	0.025487	0.020714	0.010012	0.005126	0.015806
(86702,86851)(108333900,108334049)(108333900,108334050)	chr11	108333975	151	0.025148	0.027936	0.026091	0.013683	0.011787	0.014651
(86852,86919)(108334050,108334117)(108334050,108334200)	chr11	108334125	69	0.025849	0.008039	0.014799	0.009675	0.016513	-0.001604
(86920,87048)(108334821,108334949)(108334800,108334950)	chr11	108334875	130	0.025691	0.016808	0.023748	0.009471	0.016555	0.007479
(87049,87198)(108334950,108335099)(108334950,108335100)	chr11	108335025	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(87199,87348)(108335100,108335249)(108335100,108335250)	chr11	108335175	151	0.024835	0.007022	0.022773	0.004580	0.020569	0.002467
(87349,87357)(108335250,108335258)(108335250,108335400)	chr11	108335325	10	0.022811	0.022161	0.022541	0.011344	0.011732	0.011067
(87358,87360)(108335697,108335699)(108335550,108335700)	chr11	108335625	4	0.022158	0.021698	0.021788	0.011157	0.011250	0.010779
(87361,87510)(108335700,108335849)(108335700,108335850)	chr11	108335775	151	0.018129	0.020257	0.023326	0.007579	0.010716	0.012886
(87511,87660)(108335850,108335999)(108335850,108336000)	chr11	108335925	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(87661,87810)(108336000,108336149)(108336000,108336150)	chr11	108336075	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(87811,87960)(108336150,108336299)(108336150,108336300)	chr11	108336225	151	0.025641	0.025134	0.025641	0.012728	0.013248	0.012728
(87961,88110)(108336300,108336449)(108336300,108336450)	chr11	108336375	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(88111,88218)(108336450,108336557)(108336450,108336600)	chr11	108336525	109	0.018242	0.022522	0.021869	0.009539	0.008872	0.013240
(88219,88343)(108343075,108343199)(108343050,108343200)	chr11	108343125	126	0.006928	0.016746	0.012815	0.005471	0.001481	0.011416
(88344,88493)(108343200,108343349)(108343200,108343350)	chr11	108343275	151	0.025641	0.025659	0.025651	0.012992	0.012983	0.013002
(88494,88643)(108343350,108343499)(108343350,108343500)	chr11	108343425	151	0.016923	0.014117	0.008196	0.011528	0.005540	0.002690
(88644,88664)(108343500,108343520)(108343500,108343650)	chr11	108343575	22	0.020859	0.021197	0.010894	0.015776	0.005304	0.005649
(88665,88669)(108345595,108345599)(108345450,108345600)	chr11	108345525	6	0.022385	0.022006	0.021827	0.011411	0.011228	0.010841
(88670,88819)(108345600,108345749)(108345600,108345750)	chr11	108345675	151	0.011193	0.024985	0.033154	0.001421	0.009835	0.023881
(88820,88969)(108345750,108345899)(108345750,108345900)	chr11	108345825	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(88970,89119)(108345900,108346049)(108345900,108346050)	chr11	108345975	151	0.019071	0.022800	0.016932	0.012621	0.006634	0.010443
(89120,89127)(108346050,108346057)(108346050,108346200)	chr11	108346125	9	0.022698	0.022190	0.022252	0.011448	0.011511	0.010992
(89128,89254)(108346373,108346499)(108346350,108346500)	chr11	108346425	128	0.024826	0.008600	0.019374	0.007106	0.018033	0.001531
(89255,89404)(108346500,108346649)(108346500,108346650)	chr11	108346575	151	0.025631	0.025641	0.025641	0.012983	0.012983	0.012992
(89405,89496)(108346650,108346741)(108346650,108346800)	chr11	108346725	93	0.033807	0.021342	0.020280	0.017738	0.016653	0.003835
(89497,89614)(108347132,108347249)(108347100,108347250)	chr11	108347175	119	0.037093	0.016289	0.025612	0.014138	0.023660	0.002286
(89615,89764)(108347250,108347399)(108347250,108347400)	chr11	108347325	151	0.025641	0.025749	0.027639	0.012017	0.013959	0.014070
(89765,89879)(108347400,108347514)(108347400,108347550)	chr11	108347475	116	0.005679	0.040756	0.015332	0.015927	-0.010232	0.025683
(89880,89971)(108353608,108353699)(108353550,108353700)	chr11	108353625	93	0.028173	0.028737	0.025085	0.016165	0.012413	0.012993
(89972,90121)(108353700,108353849)(108353700,108353850)	chr11	108353775	151	0.022833	0.004773	0.025573	0.000988	0.022110	0.003796
(90122,90271)(108353850,108353999)(108353850,108354000)	chr11	108353925	151	0.025284	0.017720	0.024766	0.009205	0.016404	0.008674
(90272,90301)(108354000,108354029)(108354000,108354150)	chr11	108354075	31	0.025063	0.011372	0.023553	0.006493	0.018890	0.004945
(90302,90388)(108354663,108354749)(108354600,108354750)	chr11	108354675	88	0.021337	0.013653	0.015818	0.009685	0.011883	0.004062
(90389,90538)(108354750,108354899)(108354750,108354900)	chr11	108354825	151	0.010423	0.100133	0.025639	0.045006	-0.034529	0.060503
(90539,90662)(108354900,108355023)(108354900,108355050)	chr11	108354975	125	0.014856	0.043183	0.007712	0.025684	-0.010716	0.018459
(90663,90678)(108364934,108364949)(108364800,108364950)	chr11	108364875	17	0.023437	0.022311	0.023369	0.011317	0.012399	0.011247
(90679,90828)(108364950,108365099)(108364950,108365100)	chr11	108365025	151	0.024356	0.019606	0.021431	0.011397	0.013260	0.008404
(90829,90978)(108365100,108365249)(108365100,108365250)	chr11	108365175	151	0.025641	0.025636	0.025641	0.012985	0.012990	0.012985
(90979,91128)(108365250,108365399)(108365250,108365400)	chr11	108365325	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(91129,91278)(108365400,108365549)(108365400,108365550)	chr11	108365475	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(91279,91428)(108365550,108365699)(108365550,108365700)	chr11	108365625	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(91429,91578)(108365700,108365849)(108365700,108365850)	chr11	108365775	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012987
(91579,91728)(108365850,108365999)(108365850,108366000)	chr11	108365925	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(91729,91878)(108366000,108366149)(108366000,108366150)	chr11	108366075	151	0.014871	0.096341	0.026826	0.044547	-0.029564	0.056757
(91879,92028)(108366150,108366299)(108366150,108366300)	chr11	108366225	151	0.025641	0.020583	0.025640	0.010400	0.015576	0.010398
(92029,92178)(108366300,108366449)(108366300,108366450)	chr11	108366375	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(92179,92328)(108366450,108366599)(108366450,108366600)	chr11	108366525	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(92329,92478)(108366600,108366749)(108366600,108366750)	chr11	108366675	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(92479,92628)(108366750,108366899)(108366750,108366900)	chr11	108366825	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(92629,92778)(108366900,108367049)(108366900,108367050)	chr11	108366975	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(92779,92928)(108367050,108367199)(108367050,108367200)	chr11	108367125	151	0.008141	0.106006	0.025641	0.047128	-0.038954	0.064929
(92929,93078)(108367200,108367349)(108367200,108367350)	chr11	108367275	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(93079,93228)(108367350,108367499)(108367350,108367500)	chr11	108367425	151	0.025641	0.025641	0.025641	0.012988	0.012987	0.012988
(93229,93378)(108367500,108367649)(108367500,108367650)	chr11	108367575	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(93379,93528)(108367650,108367799)(108367650,108367800)	chr11	108367725	151	0.025640	0.025641	0.025641	0.012987	0.012987	0.012988
(93529,93678)(108367800,108367949)(108367800,108367950)	chr11	108367875	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(93679,93828)(108367950,108368099)(108367950,108368100)	chr11	108368025	151	0.025641	0.025641	0.025629	0.012994	0.012982	0.012982
(93829,93978)(108368100,108368249)(108368100,108368250)	chr11	108368175	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(93979,94128)(108368250,108368399)(108368250,108368400)	chr11	108368325	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(94129,94278)(108368400,108368549)(108368400,108368550)	chr11	108368475	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(94279,94428)(108368550,108368699)(108368550,108368700)	chr11	108368625	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(94429,94578)(108368700,108368849)(108368700,108368850)	chr11	108368775	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(94579,94728)(108368850,108368999)(108368850,108369000)	chr11	108368925	151	0.008954	0.111843	0.025640	0.050813	-0.041819	0.067794
(94729,94878)(108369000,108369149)(108369000,108369150)	chr11	108369075	151	0.025637	0.025628	0.025637	0.012981	0.012991	0.012981
(94879,94980)(108369150,108369251)(108369150,108369300)	chr11	108369225	103	0.024248	0.022791	0.021098	0.013139	0.011408	0.009916
(94981,95011)(112226219,112226249)(112226100,112226250)	chr11	112226175	32	0.024190	0.023344	0.023551	0.012138	0.012350	0.011483
(95012,95161)(112226250,112226399)(112226250,112226400)	chr11	112226325	151	0.030719	0.019123	0.016536	0.016917	0.014284	0.002391
(95162,95311)(112226400,112226549)(112226400,112226550)	chr11	112226475	151	0.025629	0.025641	0.025641	0.012982	0.012982	0.012994
(95312,95437)(112226550,112226675)(112226550,112226700)	chr11	112226625	127	0.018500	0.024739	0.013699	0.014965	0.003708	0.010085
(95438,95512)(112228125,112228199)(112228050,112228200)	chr11	112228125	76	0.017188	0.019922	0.005189	0.016129	0.001209	0.003994
(95513,95662)(112228200,112228349)(112228200,112228350)	chr11	112228275	151	0.025548	0.025458	0.025314	0.013014	0.012866	0.012774
(95663,95812)(112228350,112228499)(112228350,112228500)	chr11	112228425	151	0.032131	0.019896	0.025226	0.013603	0.019056	0.006494
(95813,95962)(112228500,112228649)(112228500,112228650)	chr11	112228575	151	0.025320	0.025584	0.025636	0.012796	0.012850	0.013120
(95963,96112)(112228650,112228799)(112228650,112228800)	chr11	112228725	151	0.172776	0.172745	-0.025581	0.202290	-0.012611	-0.012648
(96113,96262)(112228800,112228949)(112228800,112228950)	chr11	112228875	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(96263,96412)(112228950,112229099)(112228950,112229100)	chr11	112229025	151	0.025640	0.025641	0.025641	0.012987	0.012987	0.012988
(96413,96562)(112229100,112229249)(112229100,112229250)	chr11	112229175	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(96563,96712)(112229250,112229399)(112229250,112229400)	chr11	112229325	151	0.123492	0.124483	0.025641	0.119387	0.012422	0.013554
(96713,96862)(112229400,112229549)(112229400,112229550)	chr11	112229475	151	0.025626	0.025637	0.025640	0.012978	0.012981	0.012993
(96863,96966)(112229550,112229653)(112229550,112229700)	chr11	112229625	105	0.010379	0.020178	0.023390	0.003574	0.006858	0.016810
(96967,97020)(112229946,112229999)(112229850,112230000)	chr11	112229925	55	0.018848	0.033906	0.060270	-0.004320	0.023349	0.038814
(97021,97170)(112230000,112230149)(112230000,112230150)	chr11	112230075	151	0.016257	0.024999	0.016575	0.012497	0.003893	0.012820
(97171,97320)(112230150,112230299)(112230150,112230300)	chr11	112230225	151	0.025641	0.025632	0.025639	0.012984	0.012991	0.012982
(97321,97470)(112230300,112230449)(112230300,112230450)	chr11	112230375	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(97471,97620)(112230450,112230599)(112230450,112230600)	chr11	112230525	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(97621,97770)(112230600,112230749)(112230600,112230750)	chr11	112230675	151	0.025637	0.025440	0.024907	0.013259	0.012712	0.012510
(97771,97852)(112230750,112230831)(112230750,112230900)	chr11	112230825	83	0.016243	0.039241	0.041155	0.007191	0.009185	0.032840
(97853,97987)(112233015,112233149)(112233000,112233150)	chr11	112233075	136	0.016382	0.021352	0.012087	0.012970	0.003548	0.008613
(97988,98137)(112233150,112233299)(112233150,112233300)	chr11	112233225	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(98138,98287)(112233300,112233449)(112233300,112233450)	chr11	112233375	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(98288,98437)(112233450,112233599)(112233450,112233600)	chr11	112233525	151	0.025641	0.098796	0.124916	-0.001718	0.027694	0.105742
(98438,98587)(112233600,112233749)(112233600,112233750)	chr11	112233675	151	0.024744	0.025642	0.020321	0.015251	0.009804	0.010726
(98588,98737)(112233750,112233899)(112233750,112233900)	chr11	112233825	151	0.025641	0.025641	0.025641	0.012988	0.012988	0.012988
(98738,98887)(112233900,112234049)(112233900,112234050)	chr11	112233975	151	0.025637	0.025657	0.018201	0.016797	0.009174	0.009195
(98888,98959)(112234050,112234121)(112234050,112234200)	chr11	112234125	73	0.023665	0.022218	0.014799	0.015754	0.008195	0.006714
(98960,99108)(112235701,112235849)(112235700,112235850)	chr11	112235775	150	0.027549	0.030898	0.019170	0.019982	0.007953	0.011403
(99109,99258)(112235850,112235999)(112235850,112236000)	chr11	112235925	151	0.025752	0.025641	0.025871	0.012927	0.013163	0.013049
(99259,99408)(112236000,112236149)(112236000,112236150)	chr11	112236075	151	0.006799	0.019055	0.025520	0.000105	0.006718	0.019134
