chr	start	end	gene_name	exon_number	hit_type	hit_name	hit_region	percent_incorrect
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	ZNF385D	chr3:22052499-22052996	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	ZNF385D	chr3:22053072-22054788	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	LINC01811	chr3:34416663-34417829	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	ULK4	chr3:41776533-41777733	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	PRSS50	chr3:46786172-46788060	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	CACNA1D	chr3:53369024-53369923	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	CACNA2D3	chr3:54395964-54399095	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	ROBO1	chr3:79129644-79131955	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	ROBO1	chr3:79132696-79133206	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	LINC02027	chr3:81052032-81056316	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	LINC02008	chr3:82152848-82154036	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	EPHA3	chr3:89348244-89348743	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	EPHA3	chr3:89462415-89466700	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	RETNLB	chr3:108750324-108750806	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	RETNLB	chr3:108750945-108753878	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=processed_transcript	LINC00488	chr3:109200229-109204276	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	LSAMP	chr3:116360359-116363931	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	IGSF11	chr3:118915190-118915696	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	COL6A6	chr3:130628982-130632405	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	STAG1	chr3:136480863-136483134	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	STAG1	chr3:136483473-136484031	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	IL20RB	chr3:136966481-136968456	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	PLCH1	chr3:155509173-155510071	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	PLCH1	chr3:155510157-155511183	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	AC079943.2	chr3:158020875-158022751	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	IQCJ-SCHIP1	chr3:159097403-159098750	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	IQCJ-SCHIP1	chr3:159098834-159100068	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	IQCJ-SCHIP1	chr3:159100589-159101087	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	LINC01192	chr3:163237667-163238872	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	LINC01192	chr3:163239526-163241242	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=transcribed_unitary_pseudogene	EGFEM1P	chr3:168352322-168353074	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	MCF2L2	chr3:183235101-183238108	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	FGF12	chr3:192153303-192154065	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	LINC00504	chr4:14755726-14757709	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	CD38	chr4:15842006-15842502	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	CD38	chr4:15842612-15846087	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	KCNIP4	chr4:21159796-21160286	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	KCNIP4	chr4:21160501-21163548	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=antisense	AC093607.1	chr4:23614949-23618538	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	STIM2	chr4:26923288-26925528	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	SLAIN2	chr4:48415926-48417119	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	NMU	chr4:55620075-55620693	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	ADGRL3	chr4:61941294-61944854	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	ADGRL3	chr4:61944918-61945437	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	FRAS1	chr4:78106806-78108428	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	FRAS1	chr4:78108515-78109634	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	FRAS1	chr4:78348708-78349672	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	FRAS1	chr4:78350577-78352985	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	ANTXR2	chr4:79938080-79939366	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	ANTXR2	chr4:79939433-79941276	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	ANTXR2	chr4:79967277-79971207	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	ARHGAP24	chr4:85892598-85893754	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	HSD17B11	chr4:87348856-87352630	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	CCSER1	chr4:90677346-90681230	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	GRID2	chr4:93610944-93611501	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	GRID2	chr4:93612355-93612876	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	GRID2	chr4:93613178-93613672	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	GRID2	chr4:93640242-93642952	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	GRID2	chr4:93643128-93643840	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	TSPAN5	chr4:98595581-98598059	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=antisense	AC097460.1	chr4:100003059-100003877	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=antisense	CXXC4-AS1	chr4:104689481-104690762	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	DKK2	chr4:107208448-107210519	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	AC004704.1	chr4:111894927-111895459	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	AC004704.1	chr4:111896031-111897901	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=transcribed_unprocessed_pseudogene	AC097173.1	chr4:119951008-119951836	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=transcribed_unprocessed_pseudogene	AC097173.1	chr4:119952045-119954463	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=antisense	IL21-AS1	chr4:122652962-122656810	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	LARP1B	chr4:128214739-128216257	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	AC107463.1	chr4:135080494-135082744	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	AC018680.1	chr4:136295259-136298823	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=antisense	AC104596.1	chr4:143100610-143101103	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=antisense	AC104596.1	chr4:143101555-143102075	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=antisense	AC104596.1	chr4:143102852-143104216	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	SLC10A7	chr4:146352822-146353615	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	MARCH1	chr4:164142896-164143397	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	SPOCK3	chr4:166756801-166759828	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	NEK1	chr4:169516400-169521228	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	SEMA5A	chr5:9259516-9261756	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	FBXL7	chr5:15906651-15911097	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	FBXL7	chr5:15911834-15912344	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	SLC45A2	chr5:33953371-33954020	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	WDR70	chr5:37457710-37459103	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=antisense	AC025470.2	chr5:57473263-57474680	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	ADAMTS6	chr5:65165088-65165628	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	ANKDD1B	chr5:75642614-75643135	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	ANKDD1B	chr5:75643444-75643961	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	ANKDD1B	chr5:75644047-75647221	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	ARSB	chr5:78869606-78870117	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	CMYA5	chr5:79779432-79783049	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	CMYA5	chr5:79783131-79784429	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	SSBP2	chr5:81616496-81617901	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	SSBP2	chr5:81618039-81620176	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	XRCC4	chr5:83316484-83318034	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	AC099520.1	chr5:104519285-104522892	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	AC008467.1	chr5:109260122-109263232	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	CAMK4	chr5:111302917-111303660	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	CAMK4	chr5:111303792-111305128	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	AC116366.3	chr5:132515083-132516469	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	FSTL4	chr5:133583405-133584202	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	FSTL4	chr5:133584549-133586432	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	SPOCK1	chr5:137046817-137048066	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	SPOCK1	chr5:137048144-137048882	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	SPOCK1	chr5:137049624-137050162	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=antisense	AC008728.1	chr5:146609989-146613579	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	LINC01933	chr5:152077882-152082000	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	LINC01470	chr5:152741998-152742746	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	LINC01470	chr5:152766781-152767273	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	LINC01470	chr5:152888934-152890620	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	LINC01470	chr5:152890806-152891569	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	LINC01470	chr5:153072471-153075038	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	SGCD	chr5:156063881-156067443	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	ATP10B	chr5:160712079-160714567	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	FAM153A	chr5:177772956-177773727	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	FAM153A	chr5:177773966-177777992	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	GMDS-DT	chr6:2420455-2422929	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	GMDS-DT	chr6:2423020-2423519	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	AL162718.1	chr6:4333218-4333720	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=antisense	AL022068.1	chr6:19765029-19765780	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=antisense	AL022068.1	chr6:19765874-19769903	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	RIPOR2	chr6:24813431-24816814	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	RIPOR2	chr6:24816879-24817408	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	SUPT3H	chr6:44871053-44871549	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	SUPT3H	chr6:44871722-44872387	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	PKHD1	chr6:51875457-51877222	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	PKHD1	chr6:51877422-51878343	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	COL19A1	chr6:70010698-70014189	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	KCNQ5	chr6:72990890-72994399	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	ME1	chr6:83334108-83334843	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	ME1	chr6:83335189-83337813	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	FRK	chr6:115962402-115962882	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	TBC1D32	chr6:121162855-121164328	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	TBC1D32	chr6:121164447-121167710	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	LAMA2	chr6:128998947-129000184	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	LAMA2	chr6:129000298-129002540	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	EYA4	chr6:133470920-133472953	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	MYCT1	chr6:152710553-152712399	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	C6orf118	chr6:165303145-165304920	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	COL28A1	chr7:7465242-7465754	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	COL28A1	chr7:7466293-7467603	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	COL28A1	chr7:7467811-7469271	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	NOD1	chr7:30439388-30439896	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	NOD1	chr7:30439974-30444818	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=unprocessed_pseudogene	SEPT14P1	chr7:63152053-63153749	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=unprocessed_pseudogene	SEPT14P1	chr7:63154008-63154524	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	TPST1	chr7:66289310-66292016	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	AUTS2	chr7:70197452-70198216	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	AUTS2	chr7:70198527-70201843	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	GNGT1	chr7:93790100-93790603	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	GNGT1	chr7:93790671-93793187	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	IMMP2L	chr7:110707277-110711932	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	IMMP2L	chr7:111246039-111248827	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	DOCK4	chr7:111963321-111963836	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	DOCK4	chr7:111964531-111968196	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	CFTR	chr7:117525185-117525691	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	CFTR	chr7:117526341-117528044	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	MGAM	chr7:141922586-141926194	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	CNTNAP2	chr7:146907090-146907585	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	CNTNAP2	chr7:147322683-147323192	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	CNTNAP2	chr7:147843982-147847331	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	CNTNAP2	chr7:147847820-147848319	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	TNKS	chr8:9736353-9738488	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	BNIP3L	chr8:26396602-26397202	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	UNC5D	chr8:35532346-35532846	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	TOX	chr8:58915645-58918717	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	AC022639.1	chr8:63800021-63800516	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	KCNB2	chr8:72875708-72881083	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	MMP16	chr8:88150135-88150782	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=antisense	AC090578.1	chr8:88686420-88686930	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=antisense	AC090578.1	chr8:88687431-88690202	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	AC103409.1	chr8:91558688-91559479	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	AC103409.1	chr8:91559658-91560404	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	AC103409.1	chr8:91560637-91562086	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=antisense	LINC00535	chr8:93406906-93407434	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=antisense	LINC00535	chr8:93407752-93409015	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	C8orf37-AS1	chr8:95554196-95555496	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	C8orf37-AS1	chr8:95556660-95557740	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	ZFPM2	chr8:104742380-104744781	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=processed_transcript	LINC00824	chr8:128454942-128458280	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	LINC02055	chr8:135876161-135877348	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	LINC02055	chr8:135877602-135878890	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	LINC02055	chr8:136440997-136442122	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	LINC02055	chr8:136442310-136442818	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	LINC02055	chr8:136443075-136443813	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	SLC24A2	chr9:19539602-19540268	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	LINGO2	chr9:28115189-28116431	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	LINGO2	chr9:28116553-28117065	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	RASEF	chr9:83051658-83054486	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	RASEF	chr9:83054940-83055438	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	AL354861.2	chr9:95698671-95703328	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	PLPPR1	chr9:101104686-101105518	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	PLPPR1	chr9:101107116-101107616	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	FKTN	chr9:105580390-105580965	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	SVEP1	chr9:110417226-110422117	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	MUSK	chr9:110791408-110795968	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	SNX30	chr9:112799850-112801433	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	SNX30	chr9:112801485-112803646	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	AC004554.2	chrX:11707618-11710360	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	PTCHD1-AS	chrX:23239794-23240317	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	PTCHD1-AS	chrX:23240890-23241559	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	DMD	chrX:31532095-31535513	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	AL023574.1	chrX:43307204-43309293	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	AL023574.1	chrX:43309417-43310959	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	AL023574.1	chrX:43311211-43311719	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	CLCN5	chrX:50021241-50022759	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	CLCN5	chrX:50022991-50024152	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	CLCN5	chrX:50024491-50025395	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	CLCN5	chrX:50061235-50061777	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	FAM120C	chrX:54120433-54122766	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	FAM120C	chrX:54122842-54123426	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	FAM120C	chrX:54123920-54124459	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	HEPH	chrX:66183523-66185013	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	HEPH	chrX:66185068-66185635	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	EDA	chrX:69982540-69983851	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	EDA	chrX:69983907-69986152	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	DACH2	chrX:86351871-86354538	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	DACH2	chrX:86557377-86559346	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	DACH2	chrX:86559973-86560897	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	AL157778.1	chrX:98690967-98691732	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=lincRNA	AL157778.1	chrX:98692465-98692978	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=protein_coding	SLC25A43	chrX:119437203-119440978	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=transcribed_unprocessed_pseudogene	Z82195.2	chrX:130517751-130521196	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=antisense	LINC01201	chrX:131003018-131005182	91.6
chr11	36554244	36557389	RAG1	Intronic	gene_type=antisense	TMLHE-AS1	chrX:155519113-155521756	91.6
chr7	117526396	117527914	CFTR	Intronic	gene_type=transcribed_unprocessed_pseudogene	SKINT1L	chr1:48152926-48153667	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=transcribed_unprocessed_pseudogene	SKINT1L	chr1:48153839-48155038	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=lincRNA	AC119674.1	chr1:56365586-56367754	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=processed_transcript	LINC00466	chr1:63240568-63242144	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=lincRNA	AL033530.1	chr1:68734630-68736552	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=protein_coding	NEGR1	chr1:71514513-71518549	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=protein_coding	NEGR1	chr1:71890130-71893185	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=processed_transcript	MGC27382	chr1:78244682-78245742	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=lincRNA	AL157944.1	chr1:82253397-82254434	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=lincRNA	AC104454.2	chr1:84052691-84057295	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=protein_coding	COL24A1	chr1:85751788-85753429	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=protein_coding	COL24A1	chr1:85930816-85931540	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=antisense	AL356270.1	chr1:86680256-86683247	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=protein_coding	LRRC8C	chr1:89748624-89749480	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=protein_coding	BCAR3	chr1:93792688-93793198	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=protein_coding	BCAR3	chr1:93793346-93793865	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=protein_coding	DPYD	chr1:97319514-97320629	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=protein_coding	FAM102B	chr1:108577938-108578534	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=protein_coding	MAGI3	chr1:113498963-113501489	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=protein_coding	SRGAP2C	chr1:121311326-121312020	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=transcribed_unprocessed_pseudogene	EMBP1	chr1:121533834-121534461	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=protein_coding	SRGAP2B	chr1:144967458-144968564	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=transcribed_unprocessed_pseudogene	HYDIN2	chr1:146718575-146723080	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=protein_coding	DDR2	chr1:162738076-162739050	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=lincRNA	AL031599.1	chr1:172983177-172983921	93.98
chr7	117526396	117527914	CFTR	Intronic	gene_type=protein_coding	RABGAP1L	chr1:174235240-174235744	93.98
